text,label
做你想做的事，看你想看的世界，成爲你想要成爲的那個人，爲自己而活，生活纔會多彩，生命之花纔會怒放。,positive
善良仁愛具有強大的力量，它能使人敞開心扉。人的一生應該是施與愛的一生，只有這樣，我們才能活出真正的自我，獲得一個充實而美麗的人生。,positive
人生看的多了，走的多了，經歷的多了，也就懂得多了。每一份深刻的感悟大多來自一個人深刻的經歷。,positive
"一張白紙難敵一點黑，百次好難抵一次孬。這就要求我們儘量一貫地對人好，要是真有特殊況，要事先解釋清楚。同時也告訴我們，要理解別人的難，不要因爲人家的一兩次""不好""，就把人家以前的一切好都一筆勾。",positive
沒有人可以帶走你的痛，所以也別讓任何人帶走你的幸福。世上最美的，莫過於從淚水中掙脫出來的那個微笑。,positive
人生只有一次，是一條單行道，有過去的路，卻沒有回來的車站。所以，在每次行走的過程中，努力一步步走好，別讓自己留有遺憾，這樣纔是對自己的決定負責，對自己的人生負責。,positive
在我初中剛剛回到父母所在的城市時，住進了一個陌生的小區。按照規定，出入都要帶一張門卡，在門口的感應器上刷一下，欄杆纔會升起。,positive
每個人活着，爲了生活，不知疲憊的奮鬥着，人生路上的每一次成長，都是這樣點點滴滴而來。如果站在原地，已無法守候最初的風景，那就讓我們大步向前吧！,positive
太累的時候，讓自己休息一下，任何事情即使再壞，也有好的一面，選擇人生最積極的一面；心態好，一切纔會向好的方向轉變；決定成敗的關鍵是心態，而不是智商；生活在天堂還是地獄，取決於你的態度。,positive
說真的，錢，一定要自己掙！也許每個人在活得累時都想找個依靠，但最後發現，能依靠的只有自己。再窮，也要對得起自己的自尊；再窮，也要努力提升自己！,positive
人生最大的幸福不是佔有，而是追求的過程。心痛了，夢醒了，曾經的傷只是人生的一次經歷。人生之苦，苦在選擇，人生之難，難在放棄。生命之美，無需絢爛，生活是一個漏斗，得到了，失去了；情誼是一桌宴席，熱了，冷了；迷惘是一種態度，放縱了，收斂了；生命是一種坦然，也哭了，也笑了。,positive
"真正的緣，不只是那瞬間吸引對方的眼光，而是對方熟悉你後依然是欣賞你，不只是初次的見面就有相見恨晚的感覺，而是在歷盡滄桑後去發出""認識你真好""的心裏話，真正的緣，不是來得早，而是來了以後不再走。",positive
誰都不應該成爲約束你行進的藉口，對的人也終會在下一站與你相遇。,positive
要堅信自己現在所堅持做的事，不管別人認不認可，自己認可就行了。,positive
"""你每天都在聊q聊q聊q、淘寶淘寶淘寶、刷微博刷微博刷微博，這些你老了都能做的事，你卻用青春在做。""",positive
我什麼都沒有忘，但是有些事只適合收藏，不能說，也不能想，卻又不能放。,positive
我握彩虹劃天際，欲留水墨雲飄，透亮氤氳於眼裏！,positive
不要祈禱生活的舒適，祈禱自己變得更加堅強。,positive
終於明白，有些路、只能一個人。那些邀約好同行的人一起相伴雨季，走過年華。但有一天終究會在某個渡口離散……紅塵陌上，獨自行走，綠蘿拂過衣襟，青雲打溼諾言！山和水可以兩兩相忘，日與月可以毫無瓜葛……那時候，只一個人的浮世清歡一個人的細水長流。,positive
書不是胭脂，卻會使姑娘心顏常駐。書不是棍棒，卻會使姑娘鏗鏘有力。書不是羽毛，卻會使姑娘翱翔。書不是萬能的，卻會使姑娘千變萬化。,positive
命運是個欺軟怕硬的傢伙，碰到意志堅定、敢跟他叫板的人，他就會乖乖地服軟；碰到缺乏自信、軟弱可欺的人，他就會想着法子的捉弄他。只有真正讓自己強大起來，命運纔會對你和顏悅色。,positive
要想克服贏的渴望與輸的恐懼，耐心地等待機會與遵守嚴酷的規則，纔是最好的辦法；爭勝未必能勝，但至少可以多一些成功的機會，並且能在競爭的過程中提升自己的能力。,positive
終於知道你的世界多餘的是什麼，是我。,positive
人生就像烙餅，需翻夠了回合才能成熟。,positive
很多時候，阻擋你前行的，不是跑在你前面的人，而是落在你後面的人。,positive
知識像魚網，魚網愈寬，網的魚愈多；知識之網愈大，能解決的問題愈多。,positive
霧遮住高山，想否認它的存在；羣鳥卻穿過霧障，歌唱着飛向山的懷抱。,positive
"""愛""和""喜歡""根本不同！",positive
"因爲感恩所以盡心。兩天時間都在永康市客戶企業進行。爲感恩所以盡心""的培訓，早上大霧茫茫，能見度極其低，開車難，卻還是按時抵達。諾他人，必須踐行，說到做到，從我做起。時是一個人的素質，放大了也是一個民族的素質，而這則源於訓練，源於教育，源於對自身責任的肩負，是我們在歲月長河裏的點滴累積。",positive
當職場人之間的差距很大時，普通者想靠慢慢進步而超越卓越者已不可能，要趕快進化纔有機會趕超。事要講究效率,positive
不想做的事情一開始就要拒絕。果一開始沒有拒絕，後來就難了。總是試圖保持在別人心目中的一致形象。們承諾過的事情，總會盡力去完成，不然就會產生心理壓力，失信於人。所謂輕諾者寡信。以不想做的事情，一定從一開始就拒絕，不喝酒就一口都別喝。,positive
和豁達的人相處，生命會感到輕鬆；和溫和的人相處，生命感到恬淡；和隨和的人相處，生活多一些自由；和心胸狹隘的人相處，嚇不死也累死。,positive
人生之路，從來都與挫折相伴而行。然而，挫折對於強者來說是一塊塊墊腳石，是通向成功的一級級階梯；對於弱者則是一道道絆腳石，會把弱者跌得鼻青臉腫。早安！,positive
做人如草，踏實就好，風來，吹不倒，雨來，淋不跑。做人，就要做一個讓人放心的人，無論認識多少年，都能由衷地感嘆一句，認識你真好。人與人之間，最大的吸引力，不是你的容顏，不是你的財富，也不是你的才華，而是你傳遞給對方的信賴和踏實、真誠和善良，一種正的能量。人生，並不全是競爭和利益，更多的是相互成就，彼此溫暖。早安朋友們,positive
成就與出身無關，與信心有關。這個世界是用自信心創造出來的。有自信，積極的面對自己所擁有的一切，這種積極與自信會幫助人登上成功的山頂。早安！,positive
無論是幸福的人，還是成功者，我們都可以從他們身上發現覺醒的力量。覺醒會使我們衝破現實的束縛，而一個人之所以能覺醒是因爲他們經常反思。如果一個人不懂得反思，他就很難發現自己哪裏出了錯誤，什麼地方存在着不足。早安！,positive
千里路我只陪你一程，從此白雪豔陽再不過問。往事不回頭，未來不將就。化雪總比下雪冷，結束總比開始疼。,positive
捨得自己過生活。不要每天都圍着老公和孩子，應該給自己留些空間，朋友、同學的聚會該參加一定要參加。,positive
暗戀三年，錯過三年，有些話三年了我都沒說出口。以一個朋友、妹妹的身份守護了你三年。最終你離開了我。,positive
彼此的好，冪冪之中已經在對方的心裏根深蒂固。若來世輪迴，我還要與你在人海中相遇，在一日一月中相識，在一點一滴中相愛。在這個塵世中，能夠相知相愛，一定是前世修煉所得，兩個人若愛到容顏遲暮，固然是世間最美的情懷。,positive
把努力當成一種習慣，而不是三分鐘熱度。堅持纔是王道，每一個你羨慕的收穫，都是別人努力用心拼來的。你可以抱怨，也可以無視，但記住，不努力，連輸的資格都沒有！,positive
給自己一些時間。原諒做過很多傻事的自己。接受自己，愛自己。過去的都會過去，該來的都在路上。揮別錯的才能和對的相逢。,positive
朋友如果你對現在的生活工作不滿意請不要放棄，堅持下去，總會有人發現你的優點！,positive
我認爲每人都有想辭職不幹，或者對現在的工作，生活不滿意的時候，但是沒發現他們有多明顯，爲什麼我的感覺很強烈。,positive
如果輕易放棄，夢想就只能是夢想，只有堅持到底，夢想纔不僅僅是夢想。,positive
良好的態度那是對於事業與社會的關係，正是如機油對於機器一樣的重要。,positive
轉瞬即逝的，不僅僅僅是感情，勇敢的去爭取所有你想要的，不好讓明天的自己後悔這天的作爲。,positive
你給的快樂，遠不如別人的幾句話。,positive
如果一開始和你就是個錯誤；那我情願一直錯下去。,positive
有些事，挺一挺，就過去了；有些人，狠一狠，就忘記了。有時候，你選擇與某人保持距離，不是因爲不在乎，而是因爲你清楚的知道，他不屬於你。,positive
和諧的生活離不開摸頭和被摸頭。,positive
窮盡一生，我們要學會的，不過是彼此擁抱。,positive
戀愛是一次神經的冒險，就算失去記憶，也會愛上你。,positive
由於不想再被人看穿，於是學會了掩藏。由於不想再被人刺傷，所以學會了假裝。,positive
生命是個圓周，即沒有起點，也沒有終點，人是一支有思想的蘆笛，培養勤于思考、善於思考的好習慣，從而具備善思的能力，終將成就非凡的人生。,positive
有些人的愛只執着於自己的眷屬，倘若眷屬不能符合自己的要求，就容易產生怨恨。,positive
在一個叫回收站的裏面，找到一個叫有你的記憶的文件夾，擊了右鍵，點了還原。,positive
滄桑或許已老。我不再是昔日的我，在我慢慢長大的時候就會有一種什麼都沒變的錯覺。直到有一天，告別時的那聲再見提醒，我們才嫣然發現自己不過一直在欺騙自己。,positive
生活可能很苦，但我們需要時間給自己適應環境帶給我們那些不美好的，不願回憶的事物，人的一生並非都是完美的，我們只是一個平凡人，也要過平凡的日子，生活需要有裂縫纔會有陽光照進來，並且隨着陽光照射的時間不斷增多，我相信那樣的陽光不僅耀眼而且很溫暖。,positive
人生嘛！短暫，就應該像熱血的腔調一樣。,positive
十年前的選擇本就是錯誤，所以這一路走來註定坎坷，要怪就怪自己當初的堅持，如果真的有來生，我想我會選你吧，因爲你身上有足夠的安全感。,positive
我已經錯過了一次，不想再浪費最後一次機會了，努力爲自己奮鬥一次吧。,positive
漂亮的女孩不一定就拜金，普通人不一定就碌碌無爲，窮人不一定就沒本事，成功者不一定就聰明，失敗者不一定就永遠失敗…… ——每個人都有自己的故事，每個人都是演員，臉上在演浮誇，心裏都是孤獨，而人的本性或許全是善良的。,positive
兩個人在一起，縱使交好，可到底是兩個截然不同的靈魂，在沸騰的同時，難免會灼傷彼此。愛與被愛，都需要一種天賦。,positive
若能把每一次徒步都當做一場旅行，行至安居，也能風景不一，心境不一。,positive
丟失在雨裏，迷失向風中，忘記的就像昨天的流水，在海里那頭，夕陽陪你度過。啓明星就是語言！愛，在夢中流。,positive
在真愛面前，不要放棄，哪怕你喜歡的人要求你放棄。,positive
都說女兒要富養，無非是爲了長大後不用經受別人物質的考驗。其實，自己也要富養自己，錢這東西，能賺會花的女人才有福氣。努力賺錢，更有底氣。這世上真正能扛得住誘惑的姑娘，不是不愛錢，而是自己能賺錢。,positive
善良的生命，自由的頭腦，高貴的心靈。,positive
心複雜，世界就複雜，幸福纔會生長；心自在，生活就自在，到哪都有高興。,positive
心態表示一個人的精神狀態，只要有良好的心態，你才能每天保持飽滿的心情。,positive
情人不需要刻骨銘心的誓言，不需要海枯石爛的承諾，需要絲絲縷縷的牽掛，需要思念，需要點點滴滴的去呵護，需要時時刻刻的去關懷。,positive
如果你遭遇失敗，不要灰心，不要被失敗拖累。你要知道，那些看着你失敗的人可以鼓勵你證明他們是錯的。,positive
做一個淡然的人，放慢生活的腳步，充實自己的內心，建立屬於自己的精神家園。也許我們無法擺脫物質的境界，但是卻能因爲精神境界而活，守下那份難得的淡定，就不會讓自己的內心流離失所。,positive
遇到不離不棄的人，就好好珍惜，不要因爲害怕承擔感情而放棄，能遇到一個對你真心的不容易，不要因爲沒感覺就拒絕別人。什麼是真愛，不離不棄，纔是真的愛情。,positive
每一個人的心中，都有一份完美的愛情。希望在對的時間裏遇到對的人，那是一生的緣分。可茫茫人海，不是每一段的感情都會有一個幸福的結局，又或者是遇到對的人，對你好的人。,positive
沒有你的陽光，總是照不到我的身上，沒有你的日子，就算再怎麼熱鬧，都只是一個人思念吧。,positive
不要讓自己被七情六慾拖累的方法只有一個，就是讓自己的身體與精神都忙起來，去工作，去學習。,positive
經濟基礎決定上層建築。,positive
人生不滿百，常懷千歲憂。,positive
人心如葉片，一生一落，一落一生，每一個光陰流轉的季節，都有嫩芽懸於枝頭；人心是容器，時常刷新，時常清空，纔會面朝陽光，輕裝而行。,positive
生活中，你可能會跟成百上千個人相遇，抑或是獨處，表面上迎來送往，一團和氣，卻從未有過契合感。無論多熟悉，都覺得這些人只是生命中的過客，在心底，從未接納過他們。也就是說，你的身邊一直很熱鬧，但你始終很孤獨。,positive
以贈品收買朋友，則他可能被人收買。,positive
沒有冬天的沉寂，就不會有春天的絢麗；沒有深沉的思考，就不會有突破性的創造。,positive
再大大咧咧的人也會覺得難過吧，就像下了很大的雨，別人在等傘，而我在等雨停。,positive
一個人，並不是孤獨，如果你喜歡，它就是喜悅，是意境，是海棠花裏尋往昔，那往昔，處處是醉人的舊光陰。,positive
愛情，說到底，還是一件讓人心疼的事情，如果你一直心疼，說明你一直在愛。,positive
當年的女哥們升級是情侶，在高級是陌生人。連朋友都當不上。熟悉的不能在熟悉，卻裝的陌生的不能在陌生。,positive
感情，沒有不能在一起的心，只有不懂珍惜的人。,positive
天地不過是飄搖的逆旅，晝夜不過是光陰的門戶。,positive
沉不下心看書，浮躁和焦慮，都是因爲年紀漸長，不信正道而太重功利導致的。,positive
我的青春最遺憾的是，沒有進全日制大學學習。,positive
把希望放在別人身上是虛擬的，所以無用。如果自己不去做，那就不會有希望,positive
只需心裏滿足強壯，他人就損傷不了你。,positive
你能夠很有特性，但某些時分請收斂。,positive
小時候以爲讀好書就會有好工作，現在才知道出身好就有好工作；小時候以爲一分耕耘一分收穫，現在才知道一點權力一點收穫；小時候以爲好人有好報，現在才知道好人被嘲笑；小時候以爲做人要像山，現在才知道做人要像水；小時候以爲對不起沒關係，現在才知道有關係就沒關係。,positive
一個人的成熟，在思想裏。一個人的天真，在眼神裏。成熟是種生活態度，天真是種生活方式。,positive
"""爲什麼暗戀那麼好，因爲暗戀從來不會失戀。你一笑我高興很多天，你一句話我記得好多年。""即使是一場空歡喜，我喜歡你，無關風月。我願你好，即使後來你與我全然無關。我想你，但不會去找你，深情而不糾纏。",positive
總有一段情，一直住在心裏，卻告別在生活裏。忘不掉的是回憶，繼續的是生活，錯過的，就當是路過吧。,positive
曾經擁有的，不要忘記；已經得到的，更加珍惜；屬於自己的，不要放棄；已經失去的，留作回憶；想要得到的，一定要努力。累了，把心靠岸；選擇了，就不要後悔；苦了，才懂得滿足；痛了，才享受生活；傷了，才明白堅強。,positive
三十歲之前就在乎穩定的生活，那只有兩種可能，要麼就是中了彩票，要麼就是未老先衰。,positive
不得不承認，我是個很天真的人，交個朋友就想往來一生，儘管有時候故作姿態說着，一切順其自然，可心裏不願讓任何美好的事情發生一絲的改變，對於一個執着的人來說，最大的期盼大概就是希望所有的感情都能真摯且長久吧！,positive
出生普通，沒有苦難，但是這幾年遭遇了很多，爬得高才能看得遠，也才能讓世界看見我，堅持，相信自己，從中吸取教訓，要相信自己。,positive
在成長的路途中總得失去一些東西吧，像此刻，感覺大學裏最在意的人即將漸行漸遠。,positive
所以就要堅定的走自己的路不要有太大的妄想。,positive
"婚姻裏的指責和抱怨不是因爲""我愛你""，而是因爲""我情緒管理不好""。",positive
昨日憂事亂我心緒，轉瞬皆是成爲了過往；驀然回首處，早已經是沒了舊事的蹤跡。,positive
不論遇到什麼不順心的事，或者什麼病痛，都要想得開，自找快樂，不要自尋煩惱。,positive
說分手的時候不要吵鬧，畢竟在一起過那麼久。分手他也會難過，只是他比較明智，不想束縛你的或他的明天。好聚好散，以後還是朋友，大家都有自己的無奈。別說你最愛的是誰，人生還很長，誰也無法預知明天。也許你的真愛還在下一秒等着你。,positive
你的眼睛，是我永生不會再遇的海。,positive
有些事。藏在心裏是莫大的冤枉。話到嘴邊、又覺得無足掛齒不值一提。,positive
熬過來就會發現，其實真的沒什麼。,positive
我多想能有一個人對我說，你不用去改變自己，我來習慣你就可以了。,positive
喜歡一個人，是因爲他有很多優點；愛上一個人，是即便他有很多缺點，你也愛他。,positive
做真實的白己，不媚俗、不沉淪，種下幸福、收穫幸福。想要活得精彩，就一定要卸下面具，也許你會從此改變，真正掌握自己的命運。,positive
憤青中有大量的人會成爲極爲優秀的人，憤青雖然現在多是貶義，但是決不要以爲憤青真的沒出息。那些從來不憤的人，不要相信他會有多優秀。,positive
走了太多的路，但還得走下去，見了太多的人和風景，還得見下去……對於路、人、風景來說，行走者永遠只是一個過客，你沒有過去和將來，相遇時的片刻歡愉，也只能感動了自己。,positive
想說的話，儘量說出來。什麼話都埋在心裏，過些時間你就會發現，已經沒有了想說的衝動。——兩個人，不言不語，時間久了，連開口都需要勇氣了。感情就是這樣逐漸變淡、直至沒有了痕跡。,positive
如果一定要說什麼，我想說的在你失去一切的時候，一定不要忘了堅強。,positive
注意自己的身體。睡眠要充足，經常參加運動、笑臉迎人，這會讓你有好的心情，也會讓你對生活感到滿足。,positive
有一種人， 他穿時尚衣服是爲了讓別人看， 開的車也是爲了讓別人看， 家的裝修也是爲了讓別人看， 從事的工作也是爲了讓別人看， 孩子唸名校也是爲了讓別人看， 他一切的一切都是爲了展現給別人看， 讓別人看自己的品味或格調或成績， 所思所想都是以他人眼光做唯一標準， 這種人我稱爲「櫉窗人」。,positive
人的一生，很多時間都在開鎖，而身上的這把鑰匙往往就決定了你的人生。試着用心去修煉身上的這把鑰匙，讓它爲你的選擇提供更多的支撐。,positive
沒有什麼能阻擋我們光芒萬丈地面對每一天的新生活。,positive
清晨到，對着鏡子照一照，笑一笑，所有煩惱都跑掉，抑鬱憂愁全都消，快樂自然不會少。問候隨着來報到，給你道聲早，祝你一天幸福樂逍遙。早安！,positive
兩個人在一起，合拍不合拍很重要。所謂的門當戶對不一定是指物質上的，而是指兩個人有着相似的成長經歷，相似的人生觀和價值觀，能爲了相似的目標而並肩同行。,positive
男人是被邏輯的引線放逐的風箏，他在風中飄搖，向天空奮飛，直到精疲力盡，邏輯的引線斷了，終於墜落在地面，回到女人的懷抱。,positive
我落日般憂傷就像惆悵的飛鳥，惆悵的飛鳥飛成我落日般的憂傷。,positive
當你手中抓住一件東西不放時，那麼你也就只能是擁有一件東西，可是如果你肯放手，你就有機會選擇更多。,positive
湖水大動盪的話，峭壁會倒塌；羣衆大動盪的話，再大的人物也會垮臺。,positive
多數女性朋友埋頭幹自己的本職工作，較男性更能任勞任怨，其心底都是多少帶有一些工作了、努力了，不信不提拔的想法，而往往這時被上司忽略或者被同事搶了先機。,positive
我用了很多年證明我有多愛他，他卻用同樣的時間證明我有多傻，總有那麼一個傻瓜，曾經爲了一個人拒絕了所有人，最後卻落得一無所有。,positive
兩個人如果分手，那必然是有分手的原因。如果對方不珍惜你，那分手後也不會變得珍惜。如果對方和你不合適，也不會分手後就變得合適。喫回頭草這種事，關鍵是看問題解決沒有。做人一定要學會解決問題，而不是得過且過。不然喫回頭草也是白喫的呀。,positive
人生的高潮，是事業與各個方面都處於巔峯時期，是人生的一個重要分水嶺，把握好機遇，在事業的成功面前，不驕傲不自滿，戒驕戒躁，虛懷若谷，人生會走向更燦爛的輝煌。早安！,positive
接二連三的失敗不代表我們永遠不會成功，只是我們距離成功的路途遠點罷了。任何時候，只要我們跑起來，幸運就會與我們碰頭。早安！,positive
生活，就是這樣，想好的，不知不覺，慢慢就變了；說好的，走着做着，漸漸就改變了。塵埃落定，時過境遷，你才理解錯失，感到痛惜；煙消雲散，物是人非，你才明白過失，感到惋惜。,positive
我在陽光的沐浴下拿筆畫着漫畫，你從背後走來，輕輕地走來，讓我給你漫畫的靈感，和那種幸福。,positive
別讓自己活得太累，別人怎麼看待自己，是別人的事，學着看淡，自己並不是爲了別人而活！,positive
愛，是一場天時地利的相遇，無需等待，也不必準備。距離會讓你遺忘，但是回憶卻會永駐。不是每一句話都有意義，不是每一場夢都有結局。有一棟這樣的小屋，乾淨的庭院，木製的小圍欄，推開窗，就能聞到風中樹葉和薔薇的清香。,positive
即使你曾像沒頭蒼蠅一樣四處碰壁，即使你曾經受傷或者出糗，你也絕不能放棄希望！,positive
喫吧喫吧不是罪，再胖的人也有權利去增肥！苗條背後其實是憔悴，愛你的人不會在乎你的腰圍！嚐嚐闊別已久美食的滋味，就算撐死也是一種美！,positive
如果你感到冤枉，證明你還有底線。如果你感到蒼茫，證明你還有尋求。如果你感到痛苦，證明你還有力氣。如果你感到失望，證明你還有期望。從某種意義上，你永久都不會被打倒，由於你還有你。,positive
對你忍受的人並不是傻的，僅僅他們挑選了對自己殘暴。,positive
高興不是由於得到的多而是由於計較的少！,positive
時間會告訴我們，平凡的陪伴最安心，懂你的人最溫暖。,positive
加油變成自己想要的樣子不怕天與地只怕不敢去嘗試。,positive
對未來的真正慷慨，就是把一切獻給現在；而你現在的付出都將是一種沉澱，它們會默默鋪路讓你成爲更好一點兒的人。,positive
想走個安安穩穩的路愛自己愛的人做自己喜歡做的事不是很好麼，別那麼勉強自己，可愛的你們也是，生活總有顛簸，別給自己壓力太大了。好好愛自己。,positive
所謂心靜則國土靜，心動則萬象動。真正的自在是知曉得失從緣，懂得隨遇而安。那時候，任何的遷徙都不會成爲困擾，不至於改變生活的初衷。在人生的路上，每個人都在努力尋找適合自己的方式，不至於太過曲折，不至於時刻彷徨在轉彎的路口。世事難遂人願，你想要行雲流水過此一生，卻總是風波四起。,positive
"我們每個人都有很多""寶貝""，但你不可能什麼都得到，在某些時候一定要學會拿得起，放得下。拿得起是勇氣，放得下是肚量，拿的起是可貴，放得下是超脫。人生最大的敬佩是拿得起，生命最大的安慰是放得下。",positive
最珍貴的，永遠是存封在心底深處的。我不想說出來，怕風吹走；我不想讓雨看見，怕雨會淋走；我不想去多看，怕陽光會看到，將你曬到。,positive
熬不過去的日子就讓自己忙碌想念的時候就看看清早的日出。,positive
千百萬次的努力不如一次正確的抉擇。,positive
世界上所有的驚喜和好運，都是你累積的溫柔和善良，做一個溫柔純良且內心強大的人，溫暖自己，也照亮別人！早上好！,positive
"一句簡單的""呵呵""涵蓋了多少真情。",positive
被窩很舒服起牀困難，那就放下手機早點睡。書堆得多不知看哪本，那就拿起最經典的。說走就走的旅行下不了決心，那就先學會欣賞身邊美景。,positive
世間萬物沒有任何東西像時間和空間那麼使我困惑。然而，因爲我從來不去思考時間和空間，所以它們帶給我的煩惱比任何其他東西都少。,positive
從小被教育要做壞人，可我們看到的都是壞人難當。心存仁慈，置信善人終不會有好報，希望這個社會，會越來越好吧。,positive
門庭若市卻孜然一身，門可羅雀卻素昧平生。,positive
等你。如果記憶是座方城，我甘願爲你畫地爲牢。人生就是一場盛大的遇見，有些人終究只是你生命的過客。在時間的渡口，我們皆是過客。,positive
只有一條路是不能去選擇的——那就是放棄的路；只有一條路是不能拒絕的——那就是你成長的路。,positive
有一種陪伴，不言不語卻不離不棄；有一種想念，無聲無息卻淚溼眼底；有一種眷戀，心靈交集卻難以觸及！,positive
"人正不怕影斜，腳正不怕鞋歪，身正心安魂夢穩。品行端正，做人才有底氣，做事纔會硬氣，心底無私天地寬，表裏如一襟懷廣。""",positive
我本想享受生活，結果發現活下來都很困難。,negative
你的計劃，就像零食，喫到肚子裏之後就是個屁。,negative
我已經不是那個花五十塊錢，也要考慮很久的小孩了，現在五塊錢都要深思熟慮。,negative
今天天氣很好，在房間裏宅久了，準備去客廳散散心。,negative
春節你要小心了，畢竟過年，都是要殺豬的。,negative
經過多年的打拼，雖然沒有什麼收穫，但你有債呀！,negative
人爲什麼叫人類，因爲人活着就是累。,negative
說錯話不要緊，你還會繼續說錯的。,negative
你倒下了，能頂替你的人千千萬,negative
你獲得了很多金錢，但同時也失去了很多東西，比如煩惱。,negative
如果你放棄了今天的自己，你就戰勝了明天的你。,negative
平時罵你就算了，非要等我打你，才知道我文武雙全。,negative
請相信我，我所說的每句話，都是廢話！,negative
你就兩點不行，這也不行，那也不行。,negative
看見一個算命大師，我剛坐下他就問我，你算什麼東西？,negative
用美顏手機自拍多了，越來越不知道，自己有多醜了。,negative
自由從來不是什麼理所當然的東西，而是一項需要極高成本的特權。,negative
遇到困難的三個步驟，面對它 處理它，放棄它。,negative
聽說七月鬼門快開了，你總算不是孤家寡人了。,negative
小三是個好東西，她帶走了不愛你的狗東西。 ???,negative
無論你二或不二，二就在那裏，不三不四。,negative
做人要謙虛，多聽聽他人的意見，然後認真記下他們的名字。,negative
跟我比懶，你輸定了，因爲我都懶得跟你比。,negative
腦子是個很棒的東西，希望你有。,negative
當你瘦下來之後，你會發現原來你的醜，跟減肥並沒有關係。,negative
生活不止眼前的苟且，還有一輩子的苟且。,negative
別說你一無所長，熬夜玩手機你可是一把好手。,negative
以前除了讀書什麼都不懂，現在除了讀書什麼都懂。,negative
你現在所擁有的，都不曾是你的，因爲未來你都會失去。,negative
知道爲何自古紅顏多薄命嗎？因爲沒人在意醜的人活多久。,negative
可以做牛，可以做馬，但是千萬別做乙方。,negative
有時候別人對你很冷淡，可能並不是你的問題。他也許只是不喜歡醜的而已。,negative
看見別人走在成功的路上，你問問自己難道不想成爲，他成功路上的絆腳石嗎？,negative
以前覺得靠關係的人，一定很無能，接觸後發現人家樣樣比我強。,negative
就算大雨顛覆全城，公司照樣算你遲到。,negative
夢想還是要有的，萬一見鬼了呢？,negative
你踢球受過最重的傷，是女友到球場給對手喂水！,negative
減肥，你想要堅持，但堅持不想要你。,negative
你要站在別人角度上去思考，總有一天你會發現，你丟失了自己。,negative
當生活壓得你喘不過氣，一定要挺直腰桿，這樣被壓死時纔不難看。,negative
你就算失敗了99次，也要再努力一次，湊個整數。,negative
車到山前必有霧，船到橋頭自然沉。,negative
你只需看着別人精彩，老天對你另有安排。,negative
難受的時候摸摸自己的胸，告訴自己是漢子，要堅強。,negative
你要麼非常努力，要麼非常聰明，才能勉強過上平庸的生活。,negative
回首過去，我居然沒有，走過一次直路。,negative
我們是好朋友，你摔倒了我會把你扶起來，不過要等我笑完。,negative
別一天到晚想着減肥，你的嘴同意你這樣想了嗎？,negative
世人笑我太瘋癲，我笑世人這麼快就看出來了。,negative
不爲無益之事，何以遣有涯之生？,negative
你敬人一寸，他將得寸進尺。,negative
考試最崩潰的是看到一道題，模糊的記得老師講過，但清晰的記得我沒聽。,negative
又一天過去了，怎麼樣，是不是夢想更遙遠了？,negative
手機的壽命是人類的1/20，請放下身邊的雜事，好好陪陪它！,negative
寧願不說話看起來像個傻子，也不要，開口證明自己的確如此。,negative
你全力做到的最好，還不如別人隨便搞搞。,negative
你有什麼擅長的運動嗎？「逃避現實」。,negative
今年是過去十年最差的一年，好消息是，今年是之後十年最好的一年。,negative
你是我的小蘋果，哎呀討厭！我是說我TM真想削你。,negative
如果你還在堅持，說明你還不夠絕望。,negative
你妹是個好姑娘，替你媽分擔了很多。,negative
一些年輕人，通過高端消費來營造自己高端收入的形象。,negative
世界上沒有無緣無故的愛，也沒有無緣無故的恨，卻TM偏偏有無緣無故的胖！,negative
承諾就像放屁，當時驚天動地，過後蒼白無力。,negative
這次期末考，我會用實力告訴你，我們年級共有多少人。,negative
聽君一席話，浪費十分鐘。,negative
你的眼界，不止侷限於你的生活環境，還侷限於你的視力範圍。,negative
失戀之後快打起精神，畢竟，還有下一個渣男在等着你。,negative
大家都誇我賢惠，閒的什麼都不會。,negative
我以爲我們能一起走到最後，誰知道，你走了兩步就要打車。,negative
當失去工作動力的時候，就看看銀行卡餘額吧。之後你就會發現：工作根本沒卵用。c,negative
現在流的淚，都是當初腦子進的水。,negative
所有的故事都會有結局，只有生活跟你沒完。,negative
別太自信，你可能信錯了人。,negative
沒有人能讓那你放棄減肥，你自己想想就會放棄了。,negative
你以爲向生活低頭就好了？生活是想讓你跪下。,negative
念念不忘，可有迴響？,negative
別人都說我爛泥扶不上牆，可是我爲什麼要上牆，躺地上不舒服嗎？,negative
你倆看起來真般配，月老的垃圾分類，做的還挺到位。,negative
年輕時我以爲錢就是一切，現在老了才知道，確實如此。,negative
別人存你的號是爲了跟你聯繫，我就不一樣，我存你的號就是爲了不接,negative
長的好看的才能叫喫貨，長的不好看的只能叫飯桶。,negative
以前上學是拿錢混日子，現在工作了，是在拿日子混錢。,negative
同甘共苦你不陪，榮華富貴你是誰？,negative
大家都以爲我沒有朋友，事實上，我還真沒有朋友。,negative
裝逼只是瞬間，不要臉那纔是永恆。,negative
如果你的前半生過得很坎坷，也不必太擔心，下半生你就會適應的。,negative
你這麼擅長安慰他人，一定度過了許多，自己安慰自己的日子吧。,negative
給你的夢想插上翅膀，雖然不一定飛得很遠，但肯定摔得很重。,negative
世界上唯一一件公平的事就是我們都會死。,negative
